masse_A
t,x,y
0.000000000E0,8.334814551E-1,1.572092815E-1
8.333333333E-3,8.334814551E-1,1.572092815E-1
1.666666667E-2,8.334814551E-1,1.572092815E-1
2.500000000E-2,8.334814551E-1,1.572092815E-1
3.333333333E-2,8.334814551E-1,1.572092815E-1
4.166666667E-2,8.334814551E-1,1.572092815E-1
5.000000000E-2,8.334814551E-1,1.572092815E-1
5.833333333E-2,8.334814551E-1,1.572092815E-1
6.666666667E-2,8.334814551E-1,1.572092815E-1
7.500000000E-2,8.334814551E-1,1.572092815E-1
8.333333333E-2,8.334814551E-1,1.572092815E-1
9.166666667E-2,8.334814551E-1,1.572092815E-1
1.000000000E-1,8.334814551E-1,1.572092815E-1
1.083333333E-1,8.334814551E-1,1.572092815E-1
1.166666667E-1,8.334814551E-1,1.572092815E-1
1.250000000E-1,8.371116773E-1,1.612319060E-1
1.333333333E-1,8.342480796E-1,1.581094167E-1
1.416666667E-1,8.341365017E-1,1.587589132E-1
1.500000000E-1,8.339726836E-1,1.588540332E-1
1.583333333E-1,8.336190717E-1,1.574525453E-1
1.666666667E-1,8.340107456E-1,1.593040076E-1
1.750000000E-1,8.335143212E-1,1.573179989E-1
1.833333333E-1,8.340199770E-1,1.595876373E-1
1.916666667E-1,8.335110494E-1,1.578641682E-1
2.000000000E-1,8.339160386E-1,1.591766977E-1
2.083333333E-1,8.338065080E-1,1.589500747E-1
2.166666667E-1,8.334753648E-1,1.573230902E-1
2.250000000E-1,8.338694773E-1,1.593006448E-1
2.333333333E-1,8.334289629E-1,1.572511968E-1
2.416666667E-1,8.339190369E-1,1.595581363E-1
2.500000000E-1,8.334680216E-1,1.578774242E-1
2.583333333E-1,8.338598023E-1,1.591512715E-1
2.666666667E-1,8.334318485E-1,1.575408135E-1
2.750000000E-1,8.339184605E-1,1.595100647E-1
2.833333333E-1,8.338006578E-1,1.590867272E-1
2.916666667E-1,8.334178491E-1,1.571636115E-1
3.000000000E-1,8.338632746E-1,1.593870926E-1
3.083333333E-1,8.334010454E-1,1.571865354E-1
3.166666667E-1,8.339069570E-1,1.596053781E-1
3.250000000E-1,8.334501580E-1,1.578315397E-1
3.333333333E-1,8.338559722E-1,1.591889862E-1
3.416666667E-1,8.337752492E-1,1.589462683E-1
3.500000000E-1,8.334354692E-1,1.572925514E-1
3.583333333E-1,8.338471915E-1,1.593035669E-1
3.666666667E-1,8.334090689E-1,1.572360263E-1
3.750000000E-1,8.339001559E-1,1.595582791E-1
3.833333333E-1,8.334558628E-1,1.578709108E-1
3.916666667E-1,8.338493576E-1,1.591563797E-1
4.000000000E-1,8.334228068E-1,1.575355047E-1
4.083333333E-1,8.339084301E-1,1.595143300E-1
4.166666667E-1,8.334577525E-1,1.580081468E-1
4.250000000E-1,8.334718729E-1,1.577951964E-1
