masse_A
t,x,y
0.000000000E0,8.659585992E-1,-1.021049889E0
8.333333333E-3,8.659585992E-1,-1.021049889E0
1.666666667E-2,8.659585992E-1,-1.021049889E0
2.500000000E-2,8.649703759E-1,-1.021182020E0
3.333333333E-2,8.654187931E-1,-1.021043446E0
4.166666667E-2,8.661015888E-1,-1.020903505E0
5.000000000E-2,8.661096083E-1,-1.020867521E0
5.833333333E-2,8.662993393E-1,-1.020837977E0
6.666666667E-2,8.641994401E-1,-1.021461405E0
7.500000000E-2,8.638490626E-1,-1.020992876E0
8.333333333E-2,8.636632469E-1,-1.021035023E0
9.166666667E-2,8.634426961E-1,-1.021107695E0
1.000000000E-1,8.640651255E-1,-1.020911253E0
1.083333333E-1,8.631365403E-1,-1.021308816E0
1.166666667E-1,8.624528416E-1,-1.020944419E0
1.250000000E-1,8.623668579E-1,-1.020954868E0
1.333333333E-1,8.623025052E-1,-1.020990478E0
1.416666667E-1,8.617587913E-1,-1.021254320E0
1.500000000E-1,8.625471343E-1,-1.020744044E0
1.583333333E-1,8.624592968E-1,-1.020895135E0
1.666666667E-1,8.608969737E-1,-1.021604599E0
1.750000000E-1,8.607795937E-1,-1.021762864E0
1.833333333E-1,8.606499924E-1,-1.021946045E0
1.916666667E-1,8.603227374E-1,-1.022343345E0
2.000000000E-1,8.605125320E-1,-1.021753522E0
2.083333333E-1,8.606988642E-1,-1.021908920E0
2.166666667E-1,8.590021387E-1,-1.022025393E0
2.250000000E-1,8.589365725E-1,-1.021698482E0
2.333333333E-1,8.591380557E-1,-1.021825671E0
2.416666667E-1,8.586695157E-1,-1.021967391E0
2.500000000E-1,8.582654496E-1,-1.022096299E0
2.583333333E-1,8.583544835E-1,-1.021800669E0
2.666666667E-1,8.575452661E-1,-1.022049801E0
2.750000000E-1,8.567978457E-1,-1.022009165E0
2.833333333E-1,8.572315690E-1,-1.021769273E0
2.916666667E-1,8.567306413E-1,-1.022337303E0
3.000000000E-1,8.567178699E-1,-1.021754130E0
3.083333333E-1,8.561396333E-1,-1.022499232E0
3.166666667E-1,8.551581965E-1,-1.022362105E0
3.250000000E-1,8.557529219E-1,-1.021603692E0
3.333333333E-1,8.550870650E-1,-1.022601546E0
3.416666667E-1,8.555059939E-1,-1.021667377E0
