masse_A
t,x,y
0.000000000E0,8.556161392E-1,-9.089132644E-1
8.333333333E-3,8.556161392E-1,-9.089132644E-1
1.666666667E-2,8.556161392E-1,-9.089132644E-1
2.500000000E-2,8.556161392E-1,-9.089132644E-1
3.333333333E-2,8.556161392E-1,-9.089132644E-1
4.166666667E-2,8.556161392E-1,-9.089132644E-1
5.000000000E-2,8.556161392E-1,-9.089132644E-1
5.833333333E-2,8.556161392E-1,-9.089132644E-1
6.666666667E-2,8.556161392E-1,-9.089132644E-1
7.500000000E-2,8.556161392E-1,-9.089132644E-1
8.333333333E-2,8.556161392E-1,-9.089132644E-1
9.166666667E-2,8.556161392E-1,-9.089132644E-1
1.000000000E-1,8.556161392E-1,-9.089132644E-1
1.083333333E-1,8.556161392E-1,-9.089132644E-1
1.166666667E-1,8.556161392E-1,-9.089132644E-1
1.250000000E-1,8.556161392E-1,-9.089132644E-1
1.333333333E-1,8.556161392E-1,-9.089132644E-1
1.416666667E-1,8.570970507E-1,-9.099011958E-1
1.500000000E-1,8.573873727E-1,-9.104492190E-1
1.583333333E-1,8.568369398E-1,-9.100151711E-1
1.666666667E-1,8.565692326E-1,-9.097853000E-1
1.750000000E-1,8.568485403E-1,-9.098217193E-1
1.833333333E-1,8.567742005E-1,-9.097393441E-1
1.916666667E-1,8.566925593E-1,-9.096644728E-1
2.000000000E-1,8.572741265E-1,-9.093900935E-1
2.083333333E-1,8.564900465E-1,-9.104819709E-1
2.166666667E-1,8.572267688E-1,-9.092575069E-1
2.250000000E-1,8.564066677E-1,-9.107235396E-1
2.333333333E-1,8.571955600E-1,-9.091997935E-1
2.416666667E-1,8.563618644E-1,-9.108621296E-1
2.500000000E-1,8.562981775E-1,-9.101740056E-1
2.583333333E-1,8.563669765E-1,-9.098554628E-1
2.666666667E-1,8.569441456E-1,-9.095181991E-1
2.750000000E-1,8.562436039E-1,-9.098559537E-1
2.833333333E-1,8.567760886E-1,-9.095202928E-1
2.916666667E-1,8.561551527E-1,-9.098470093E-1
3.000000000E-1,8.566863463E-1,-9.095310099E-1
3.083333333E-1,8.561015665E-1,-9.098375729E-1
3.166666667E-1,8.566361103E-1,-9.095367440E-1
3.250000000E-1,8.560707893E-1,-9.098274681E-1
3.333333333E-1,8.566094768E-1,-9.095421081E-1
3.416666667E-1,8.560554087E-1,-9.098211579E-1
3.500000000E-1,8.565947605E-1,-9.095452349E-1
3.583333333E-1,8.560491353E-1,-9.098187515E-1
3.666666667E-1,8.565882664E-1,-9.095467498E-1
3.750000000E-1,8.560456969E-1,-9.098172902E-1
3.833333333E-1,8.565867079E-1,-9.095469697E-1
3.916666667E-1,8.560448733E-1,-9.098166385E-1
4.000000000E-1,8.565860913E-1,-9.095470819E-1
4.083333333E-1,8.560448733E-1,-9.098166385E-1
4.166666667E-1,8.565860913E-1,-9.095470819E-1
4.250000000E-1,8.560448733E-1,-9.098166385E-1
4.333333333E-1,8.565860913E-1,-9.095470819E-1
4.416666667E-1,8.560448733E-1,-9.098166385E-1
4.500000000E-1,8.565860913E-1,-9.095425839E-1
4.583333333E-1,8.560448733E-1,-9.098166385E-1
4.666666667E-1,8.565860913E-1,-9.095425839E-1
4.750000000E-1,8.560448733E-1,-9.098166385E-1
4.833333333E-1,8.565860913E-1,-9.095425839E-1
4.916666667E-1,8.560448733E-1,-9.098166385E-1
5.000000000E-1,8.565860913E-1,-9.095425839E-1
5.083333333E-1,8.560448733E-1,-9.098166385E-1
5.166666667E-1,8.565860913E-1,-9.095425839E-1
5.250000000E-1,8.560448733E-1,-9.098166385E-1
5.333333333E-1,8.565860913E-1,-9.095425839E-1
5.416666667E-1,8.560448733E-1,-9.098166385E-1
5.500000000E-1,8.565860913E-1,-9.095425839E-1
5.583333333E-1,8.560448733E-1,-9.098166385E-1
5.666666667E-1,8.565860913E-1,-9.095425839E-1
