masse_A
t,x,y
2.933333333E0,8.450799729E-1,-7.196164936E-1
2.941666667E0,8.441251772E-1,-7.203085500E-1
2.950000000E0,8.442423541E-1,-7.203737161E-1
2.958333333E0,8.451582711E-1,-7.196668977E-1
2.966666667E0,8.441263194E-1,-7.204421455E-1
2.975000000E0,8.463821101E-1,-7.195349925E-1
2.983333333E0,8.455866504E-1,-7.202943386E-1
2.991666667E0,8.465139252E-1,-7.196377570E-1
3.000000000E0,8.454511964E-1,-7.203016214E-1
3.008333333E0,8.465994834E-1,-7.196386877E-1
3.016666667E0,8.453857939E-1,-7.202969962E-1
3.025000000E0,8.458116525E-1,-7.205725742E-1
3.033333333E0,8.465197688E-1,-7.200088535E-1
3.041666667E0,8.456193338E-1,-7.205677548E-1
3.050000000E0,8.466375061E-1,-7.198445950E-1
3.058333333E0,8.455097038E-1,-7.205334820E-1
3.066666667E0,8.458306388E-1,-7.205570769E-1
3.075000000E0,8.466665712E-1,-7.199292436E-1
3.083333333E0,8.460296228E-1,-7.206398577E-1
3.091666667E0,8.460181439E-1,-7.207362188E-1
3.100000000E0,8.461487542E-1,-7.208182991E-1
3.108333333E0,8.462532010E-1,-7.212398457E-1
3.116666667E0,8.465202493E-1,-7.211495880E-1
3.125000000E0,8.473342418E-1,-7.198771780E-1
3.133333333E0,8.470835491E-1,-7.206851953E-1
3.141666667E0,8.472030930E-1,-7.207895026E-1
3.150000000E0,8.468841657E-1,-7.210042116E-1
3.158333333E0,8.486563317E-1,-7.201597705E-1
3.166666667E0,8.480973929E-1,-7.212062613E-1
3.175000000E0,8.488279794E-1,-7.199274013E-1
3.183333333E0,8.481724617E-1,-7.213509522E-1
3.191666667E0,8.488905804E-1,-7.198487989E-1
3.200000000E0,8.482298071E-1,-7.214215888E-1
3.208333333E0,8.489213503E-1,-7.198258340E-1
3.216666667E0,8.485890257E-1,-7.210895630E-1
3.225000000E0,8.490258938E-1,-7.200117666E-1
3.233333333E0,8.485368910E-1,-7.211469140E-1
3.241666667E0,8.496568381E-1,-7.209827582E-1
3.250000000E0,8.501036213E-1,-7.199252335E-1
3.258333333E0,8.497726459E-1,-7.211599307E-1
3.266666667E0,8.501872691E-1,-7.198238683E-1
3.275000000E0,8.498677549E-1,-7.212631925E-1
3.283333333E0,8.502167550E-1,-7.198076014E-1
3.291666667E0,8.499308775E-1,-7.213111637E-1
3.300000000E0,8.502954030E-1,-7.198916284E-1
3.308333333E0,8.503827247E-1,-7.205258421E-1
3.316666667E0,8.505245420E-1,-7.204888099E-1
3.325000000E0,8.506783088E-1,-7.204983023E-1
3.333333333E0,8.508624841E-1,-7.197538215E-1
3.341666667E0,8.507372367E-1,-7.198445632E-1
3.350000000E0,8.507029424E-1,-7.198242911E-1
3.358333333E0,8.507072090E-1,-7.198168088E-1
3.366666667E0,8.507636610E-1,-7.198140174E-1
3.375000000E0,8.518047628E-1,-7.194933060E-1
3.383333333E0,8.519438442E-1,-7.194603970E-1
3.391666667E0,8.522136875E-1,-7.199904311E-1
3.400000000E0,8.521502516E-1,-7.200043788E-1
3.408333333E0,8.521374424E-1,-7.200054879E-1
3.416666667E0,8.515750679E-1,-7.199279779E-1
3.425000000E0,8.516084864E-1,-7.199119855E-1
3.433333333E0,8.518319176E-1,-7.200028160E-1
3.441666667E0,8.530002113E-1,-7.198976829E-1
3.450000000E0,8.516631131E-1,-7.200449847E-1
3.458333333E0,8.530069764E-1,-7.198459084E-1
3.466666667E0,8.515566297E-1,-7.200488537E-1
3.475000000E0,8.529858269E-1,-7.198205270E-1
3.483333333E0,8.515025533E-1,-7.200497164E-1
3.491666667E0,8.530336239E-1,-7.198082897E-1
3.500000000E0,8.522589945E-1,-7.204254979E-1
3.508333333E0,8.522459634E-1,-7.204856075E-1
3.516666667E0,8.526903796E-1,-7.208716775E-1
3.525000000E0,8.529474031E-1,-7.211301530E-1
3.533333333E0,8.529033807E-1,-7.211491399E-1
3.541666667E0,8.533555947E-1,-7.199513938E-1
3.550000000E0,8.530564605E-1,-7.209233280E-1
3.558333333E0,8.535306688E-1,-7.202876491E-1
3.566666667E0,8.530412530E-1,-7.211286747E-1
3.575000000E0,8.535033351E-1,-7.201007286E-1
3.583333333E0,8.530201982E-1,-7.212506444E-1
3.591666667E0,8.535908548E-1,-7.203512975E-1
3.600000000E0,8.533336299E-1,-7.209499203E-1
3.608333333E0,8.535684167E-1,-7.201670914E-1
3.616666667E0,8.533020932E-1,-7.211568393E-1
3.625000000E0,8.537186246E-1,-7.203729147E-1
3.633333333E0,8.535252591E-1,-7.205944446E-1
3.641666667E0,8.536601456E-1,-7.206692488E-1
3.650000000E0,8.538081896E-1,-7.207253583E-1
3.658333333E0,8.550956142E-1,-7.204983322E-1
3.666666667E0,8.552244488E-1,-7.205668228E-1
3.675000000E0,8.553554438E-1,-7.206238754E-1
3.683333333E0,8.554891513E-1,-7.202369498E-1
3.691666667E0,8.547357175E-1,-7.204405321E-1
3.700000000E0,8.555880707E-1,-7.201296627E-1
3.708333333E0,8.547025971E-1,-7.204163702E-1
3.716666667E0,8.556381135E-1,-7.200664325E-1
3.725000000E0,8.546862723E-1,-7.203964883E-1
3.733333333E0,8.556577706E-1,-7.200324553E-1
3.741666667E0,8.546806213E-1,-7.203850557E-1
3.750000000E0,8.556672151E-1,-7.200162333E-1
3.758333333E0,8.549652104E-1,-7.199908384E-1
3.766666667E0,8.549155229E-1,-7.200690367E-1
3.775000000E0,8.558867904E-1,-7.197957305E-1
3.783333333E0,8.547648163E-1,-7.201618458E-1
3.791666667E0,8.558538562E-1,-7.198404708E-1
3.800000000E0,8.546747928E-1,-7.202268509E-1
3.808333333E0,8.558258227E-1,-7.198668237E-1
3.816666667E0,8.546272684E-1,-7.202627115E-1
3.825000000E0,8.556571944E-1,-7.194893236E-1
3.833333333E0,8.546630379E-1,-7.198759295E-1
3.841666667E0,8.558355340E-1,-7.195848558E-1
3.850000000E0,8.544883942E-1,-7.199944822E-1
3.858333333E0,8.559054499E-1,-7.196563433E-1
3.866666667E0,8.544104451E-1,-7.200693736E-1
3.875000000E0,8.559315503E-1,-7.197018748E-1
3.883333333E0,8.546256594E-1,-7.199166204E-1
3.891666667E0,8.558799659E-1,-7.196540088E-1
3.900000000E0,8.544724868E-1,-7.199555689E-1
3.908333333E0,8.559197353E-1,-7.197251770E-1
3.916666667E0,8.543874425E-1,-7.199771237E-1
3.925000000E0,8.555631601E-1,-7.200349237E-1
3.933333333E0,8.545964354E-1,-7.201650002E-1
3.941666667E0,8.557603856E-1,-7.199724392E-1
3.950000000E0,8.544505826E-1,-7.201443117E-1
3.958333333E0,8.558468254E-1,-7.199356751E-1
3.966666667E0,8.543807604E-1,-7.201260972E-1
3.975000000E0,8.556805580E-1,-7.200900526E-1
3.983333333E0,8.545071232E-1,-7.200910629E-1
3.991666667E0,8.558708906E-1,-7.200993999E-1
4.000000000E0,8.544738515E-1,-7.200712292E-1
4.008333333E0,8.552460134E-1,-7.206321225E-1
4.016666667E0,8.554430150E-1,-7.204068034E-1
4.025000000E0,8.544277413E-1,-7.203406244E-1
4.033333333E0,8.556548038E-1,-7.203552303E-1
4.041666667E0,8.543349436E-1,-7.202189852E-1
4.050000000E0,8.556790107E-1,-7.203592916E-1
4.058333333E0,8.535054123E-1,-7.204232296E-1
4.066666667E0,8.533639409E-1,-7.203247974E-1
4.075000000E0,8.542836280E-1,-7.201924631E-1
4.083333333E0,8.531231494E-1,-7.203517260E-1
4.091666667E0,8.543631789E-1,-7.200901781E-1
4.100000000E0,8.529700678E-1,-7.203603599E-1
4.108333333E0,8.543841095E-1,-7.200319935E-1
4.116666667E0,8.528973063E-1,-7.203800040E-1
4.125000000E0,8.543742543E-1,-7.200041097E-1
4.133333333E0,8.528358732E-1,-7.203884658E-1
4.141666667E0,8.543809035E-1,-7.199883622E-1
4.150000000E0,8.528069317E-1,-7.203918223E-1
4.158333333E0,8.543839623E-1,-7.199766395E-1
4.166666667E0,8.530820619E-1,-7.205400569E-1
4.175000000E0,8.531027382E-1,-7.207426760E-1
4.183333333E0,8.529409924E-1,-7.210509504E-1
4.191666667E0,8.533013320E-1,-7.199339769E-1
4.200000000E0,8.528522697E-1,-7.213252889E-1
4.208333333E0,8.533059388E-1,-7.196615371E-1
4.216666667E0,8.527937300E-1,-7.214594476E-1
4.225000000E0,8.532983367E-1,-7.195229649E-1
4.233333333E0,8.523496843E-1,-7.212849150E-1
4.241666667E0,8.527440161E-1,-7.198770413E-1
