masse_A
t,x,y
0.000000000E0,8.746952333E-1,4.328655646E-1
7.663333333E-2,8.817529358E-1,4.345318487E-1
7.673333333E-2,8.758615702E-1,4.337639846E-1
1.432555556E-1,8.768502525E-1,4.335491527E-1
1.433555556E-1,8.770457453E-1,4.332966189E-1
2.098888889E-1,8.750371103E-1,4.337485622E-1
2.099888889E-1,8.774514218E-1,4.336389174E-1
2.765222222E-1,8.770499410E-1,4.338060099E-1
2.766222222E-1,8.745748481E-1,4.338371926E-1
3.431444444E-1,8.770479884E-1,4.344141688E-1
3.432444444E-1,8.761152857E-1,4.343104184E-1
3.997777778E-1,8.753132930E-1,4.335806100E-1
3.998777778E-1,8.761312665E-1,4.346366215E-1
4.664000000E-1,8.752649289E-1,4.338549650E-1
4.665000000E-1,8.761036346E-1,4.348143580E-1
5.330333333E-1,8.753586196E-1,4.339670436E-1
5.331333333E-1,8.765632126E-1,4.332405693E-1
5.996666667E-1,8.760617640E-1,4.345779308E-1
5.997666667E-1,8.752561489E-1,4.337090526E-1
6.662888889E-1,8.761647817E-1,4.347611347E-1
6.663888889E-1,8.753861496E-1,4.338600689E-1
7.329222222E-1,8.762074618E-1,4.349184279E-1
7.330222222E-1,8.760568358E-1,4.343994604E-1
7.995555556E-1,8.755739968E-1,4.336416207E-1
7.996555556E-1,8.762840800E-1,4.344999308E-1
8.661777778E-1,8.762564075E-1,4.339782144E-1
8.662777778E-1,8.756485269E-1,4.334450419E-1
9.328111111E-1,8.766083602E-1,4.337005514E-1
9.329111111E-1,8.748226601E-1,4.338987245E-1
9.994444444E-1,8.773758886E-1,4.336683667E-1
9.995444444E-1,8.744654079E-1,4.333944564E-1
1.032755556E0,8.776130943E-1,4.340348492E-1
1.099388889E0,8.764816128E-1,4.342054585E-1
1.099488889E0,8.757534052E-1,4.334772275E-1
1.166011111E0,8.764784538E-1,4.345456205E-1
1.166111111E0,8.755660234E-1,4.337370810E-1
1.232644444E0,8.759833653E-1,4.347535260E-1
1.232744444E0,8.752281741E-1,4.340827324E-1
1.299266667E0,8.766722644E-1,4.332518445E-1
1.299366667E0,8.761665800E-1,4.336739453E-1
1.365900000E0,8.759587624E-1,4.344480207E-1
