masse_A
t,x,y
1.078394444E1,7.901473199E-1,-3.464898551E-1
1.078404444E1,7.895839575E-1,-3.478023421E-1
1.085057778E1,7.901166398E-1,-3.464720251E-1
1.085067778E1,7.895254789E-1,-3.478609785E-1
1.091721111E1,7.896853419E-1,-3.464206617E-1
1.091731111E1,7.888453830E-1,-3.479039311E-1
1.098383333E1,7.894146592E-1,-3.464758569E-1
1.098393333E1,7.890157322E-1,-3.479490683E-1
1.105046667E1,7.893830836E-1,-3.465707625E-1
1.105056667E1,7.890671978E-1,-3.479342204E-1
1.111708889E1,7.896857524E-1,-3.465687262E-1
1.111718889E1,7.897257565E-1,-3.465563460E-1
1.118372222E1,7.893684994E-1,-3.480096992E-1
1.118382222E1,7.898239704E-1,-3.465073003E-1
1.125035556E1,7.892712009E-1,-3.479444145E-1
1.125045556E1,7.897494237E-1,-3.465783758E-1
1.131697778E1,7.896991593E-1,-3.465397938E-1
1.131707778E1,7.891401601E-1,-3.480821965E-1
1.135030000E1,7.896139407E-1,-3.466986676E-1
1.141692222E1,7.897133155E-1,-3.466557614E-1
1.141702222E1,7.893156914E-1,-3.480939092E-1
1.148355556E1,7.900148043E-1,-3.466309924E-1
1.148365556E1,7.895185407E-1,-3.479915492E-1
1.155018889E1,7.901466795E-1,-3.465900720E-1
1.155028889E1,7.896308328E-1,-3.478334754E-1
1.161681111E1,7.903157125E-1,-3.466457942E-1
1.161691111E1,7.896108868E-1,-3.479254742E-1
1.168344444E1,7.902897817E-1,-3.465716481E-1
1.168354444E1,7.896396574E-1,-3.479753362E-1
1.175007778E1,7.903527045E-1,-3.466116476E-1
1.175017778E1,7.896764655E-1,-3.478914226E-1
1.181670000E1,7.903314067E-1,-3.465837762E-1
1.181680000E1,7.895819376E-1,-3.478703080E-1
1.188333333E1,7.903385884E-1,-3.465794068E-1
1.188343333E1,7.897634050E-1,-3.477782141E-1
1.194995556E1,7.904265360E-1,-3.466142976E-1
1.195005556E1,7.897045389E-1,-3.478817111E-1
1.201658889E1,7.902337562E-1,-3.465102222E-1
1.201668889E1,7.896943961E-1,-3.479195173E-1
1.208322222E1,7.896417900E-1,-3.478178317E-1
1.208332222E1,7.901433527E-1,-3.464205742E-1
1.214984444E1,7.898091141E-1,-3.479353752E-1
1.214994444E1,7.896952335E-1,-3.478824549E-1
1.221647778E1,7.901627855E-1,-3.463742967E-1
1.221657778E1,7.897069984E-1,-3.479715266E-1
1.228311111E1,7.900838401E-1,-3.463309772E-1
1.228321111E1,7.898412528E-1,-3.477202616E-1
1.234973333E1,7.894843061E-1,-3.478409615E-1
1.234983333E1,7.899850965E-1,-3.464409862E-1
1.238305556E1,7.894280242E-1,-3.478152862E-1
1.244967778E1,7.893162461E-1,-3.477846382E-1
1.244977778E1,7.898778303E-1,-3.464672800E-1
1.251631111E1,7.893920083E-1,-3.477809617E-1
1.251641111E1,7.899394457E-1,-3.465220427E-1
1.258294444E1,7.893877509E-1,-3.478761186E-1
1.258304444E1,7.899256091E-1,-3.465145274E-1
1.264956667E1,7.891972294E-1,-3.478613713E-1
1.264966667E1,7.898137236E-1,-3.465175213E-1
1.271620000E1,7.893079361E-1,-3.478714482E-1
1.271630000E1,7.897801617E-1,-3.464746233E-1
1.278282222E1,7.891547998E-1,-3.480064986E-1
1.278292222E1,7.897710766E-1,-3.464103168E-1
1.284945556E1,7.891435292E-1,-3.479661121E-1
1.284955556E1,7.897839271E-1,-3.464344258E-1
1.291608889E1,7.891933560E-1,-3.479746123E-1
1.291618889E1,7.897635715E-1,-3.464357290E-1
1.298271111E1,7.892255306E-1,-3.479870935E-1
1.298281111E1,7.897768545E-1,-3.464483976E-1
1.304934444E1,7.891592474E-1,-3.480038792E-1
1.304944444E1,7.895513237E-1,-3.464975931E-1
1.311597778E1,7.890605151E-1,-3.479670518E-1
1.311607778E1,7.894745455E-1,-3.465072905E-1
1.318260000E1,7.895648050E-1,-3.465048360E-1
1.318270000E1,7.891547670E-1,-3.480567783E-1
1.324923333E1,7.896430952E-1,-3.464934504E-1
1.324933333E1,7.897067120E-1,-3.465425103E-1
1.331586667E1,7.898214336E-1,-3.465096075E-1
1.331596667E1,7.898529118E-1,-3.465724188E-1
1.338248889E1,7.898911610E-1,-3.466273398E-1
1.338258889E1,7.894315059E-1,-3.480057371E-1
1.341581111E1,7.901476674E-1,-3.466769356E-1
1.348243333E1,7.900350426E-1,-3.467070316E-1
1.348253333E1,7.899243821E-1,-3.468239525E-1
1.354906667E1,7.894474310E-1,-3.478386554E-1
1.354916667E1,7.902245719E-1,-3.470517930E-1
1.361568889E1,7.903139789E-1,-3.471732588E-1
1.361578889E1,7.902230742E-1,-3.472958959E-1
1.368232222E1,7.903723514E-1,-3.486973352E-1
1.368242222E1,7.897929010E-1,-3.498953194E-1
1.375895556E1,7.902698732E-1,-3.495208709E-1
1.375905556E1,7.903118990E-1,-3.496616357E-1
1.382557778E1,7.901750800E-1,-3.517719871E-1
1.382567778E1,7.899206946E-1,-3.515016433E-1
1.389221111E1,7.897298225E-1,-3.520081844E-1
1.389231111E1,7.902114951E-1,-3.509833970E-1
1.395884444E1,7.897169622E-1,-3.520595728E-1
1.395894444E1,7.903162835E-1,-3.509789170E-1
1.402546667E1,7.903047745E-1,-3.519807328E-1
1.402556667E1,7.902021023E-1,-3.513349786E-1
1.409210000E1,7.904524459E-1,-3.508738035E-1
1.409220000E1,7.903833151E-1,-3.508124075E-1
1.415873333E1,7.901110023E-1,-3.512649429E-1
1.415883333E1,7.898639731E-1,-3.523189940E-1
