//con restarted
12883, 0.471, 0.477, 1.204,0.25,3.500, 0.750, -0.635, 800.701
12894, 0.472, 0.477, 1.204,0.27,3.500, 0.750, -0.583, 541.478
12903, 0.474, 0.480, 1.203,0.27,3.500, 0.750, -0.489, 368.050
12913, 0.474, 0.479, 1.204,0.25,3.500, 0.750, -0.378, 253.237
12923, 0.474, 0.478, 1.204,0.23,3.500, 0.750, -0.267, 176.671
12934, 0.473, 0.478, 1.205,0.20,3.500, 0.750, -0.166, 125.608
12943, 0.477, 0.481, 1.205,0.18,3.500, 0.750, -0.080, 90.607
12953, 0.476, 0.479, 1.205,0.15,3.500, 0.750, -0.014, 68.434
12963, 0.480, 0.483, 1.205,0.13,3.500, 0.750, 0.040, 52.316
12974, 0.482, 0.484, 1.206,0.11,3.500, 0.750, 0.084, 42.147
12983, 0.482, 0.484, 1.206,0.09,3.500, 0.750, 0.104, 35.800
12993, 0.483, 0.485, 1.206,0.08,3.500, 0.750, 0.116, 31.263
13003, 0.485, 0.487, 1.205,0.07,3.500, 0.750, 0.120, 28.000
13014, 0.489, 0.491, 1.204,0.06,3.500, 0.750, 0.126, 25.347
13023, 0.490, 0.491, 1.204,0.05,3.500, 0.750, 0.131, 24.454
13033, 0.494, 0.495, 1.203,0.04,3.500, 0.750, 0.136, 22.951
13043, 0.495, 0.495, 1.201,0.03,3.500, 0.750, 0.139, 22.841
13053, 0.498, 0.498, 1.200,0.02,3.500, 0.750, 0.121, 22.176
13063, 0.500, 0.500, 1.199,0.03,3.500, 0.750, 0.092, 21.917
13073, 0.506, 0.507, 1.198,0.02,3.500, 0.750, 0.093, 20.615
13083, 0.509, 0.508, 1.197,-0.02,3.500, 0.750, 0.169, 20.787
13093, 0.515, 0.514, 1.197,-0.08,3.500, 0.750, 0.295, 19.782
13104, 0.518, 0.515, 1.196,-0.14,3.500, 0.750, 0.402, 20.169
13113, 0.521, 0.517, 1.196,-0.20,3.500, 0.750, 0.506, 20.282
13123, 0.526, 0.520, 1.195,-0.29,3.500, 0.750, 0.649, 19.910
13133, 0.532, 0.524, 1.194,-0.39,3.500, 0.750, 0.820, 19.304
13144, 0.536, 0.526, 1.193,-0.51,3.500, 0.750, 0.986, 19.336
13154, 0.540, 0.526, 1.193,-0.64,3.500, 0.750, 1.178, 19.593
13163, 0.544, 0.530, 1.192,-0.70,3.500, 0.750, 1.142, 19.388
13173, 0.552, 0.535, 1.191,-0.80,3.500, 0.750, 1.248, 18.590
13184, 0.559, 0.540, 1.189,-0.94,3.500, 0.750, 1.405, 17.886
13194, 0.564, 0.542, 1.188,-1.08,3.500, 0.750, 1.569, 18.216
13203, 0.568, 0.542, 1.187,-1.24,3.500, 0.750, 1.737, 18.750
13213, 0.573, 0.544, 1.186,-1.40,3.500, 0.750, 1.909, 18.697
13223, 0.578, 0.545, 1.185,-1.57,3.500, 0.750, 2.066, 18.662
13234, 0.589, 0.553, 1.184,-1.75,3.500, 0.750, 2.229, 17.025
13243, 0.596, 0.556, 1.183,-1.93,3.500, 0.750, 2.381, 16.979
13253, 0.605, 0.561, 1.181,-2.12,3.500, 0.750, 2.543, 16.440
13263, 0.610, 0.562, 1.179,-2.32,3.500, 0.750, 2.696, 16.958
13274, 0.619, 0.567, 1.177,-2.52,3.500, 0.750, 2.821, 16.377
13283, 0.626, 0.570, 1.175,-2.71,3.500, 0.750, 2.942, 16.555
13293, 0.634, 0.575, 1.174,-2.91,3.500, 0.750, 3.041, 16.145
13303, 0.642, 0.578, 1.172,-3.10,3.500, 0.750, 3.118, 16.079
13314, 0.651, 0.584, 1.170,-3.28,3.500, 0.750, 3.174, 15.597
13323, 0.658, 0.587, 1.167,-3.47,3.500, 0.750, 3.229, 15.864
13333, 0.666, 0.592, 1.165,-3.65,3.500, 0.750, 3.280, 15.850
13343, 0.674, 0.596, 1.163,-3.84,3.500, 0.750, 3.336, 15.690
13353, 0.682, 0.601, 1.160,-4.03,3.500, 0.750, 3.401, 15.467
13364, 0.691, 0.606, 1.158,-4.23,3.500, 0.750, 3.475, 15.203
13373, 0.703, 0.613, 1.157,-4.43,3.500, 0.750, 3.547, 14.344
13383, 0.712, 0.619, 1.154,-4.63,3.500, 0.750, 3.628, 14.176
13393, 0.724, 0.627, 1.152,-4.84,3.500, 0.750, 3.707, 13.411
13404, 0.735, 0.634, 1.149,-5.05,3.500, 0.750, 3.786, 13.327
13413, 0.741, 0.636, 1.146,-5.25,3.500, 0.750, 3.844, 14.267
13423, 0.748, 0.640, 1.143,-5.45,3.500, 0.750, 3.910, 14.674
13433, 0.761, 0.648, 1.141,-5.67,3.500, 0.750, 3.986, 13.504
13444, 0.768, 0.651, 1.139,-5.88,3.500, 0.750, 4.061, 14.160
13453, 0.778, 0.657, 1.138,-6.10,3.500, 0.750, 4.149, 13.755
13463, 0.792, 0.667, 1.134,-6.32,3.500, 0.750, 4.240, 12.574
13473, 0.801, 0.672, 1.132,-6.55,3.500, 0.750, 4.331, 12.962
13484, 0.812, 0.679, 1.130,-6.78,3.500, 0.750, 4.409, 12.527
13493, 0.822, 0.685, 1.128,-7.00,3.500, 0.750, 4.480, 12.617
13503, 0.836, 0.694, 1.126,-7.22,3.500, 0.750, 4.535, 11.757
13513, 0.849, 0.704, 1.123,-7.44,3.500, 0.750, 4.574, 11.077
13523, 0.863, 0.714, 1.120,-7.65,3.500, 0.750, 4.610, 10.517
13534, 0.871, 0.718, 1.118,-7.86,3.500, 0.750, 4.641, 11.666
13543, 0.884, 0.728, 1.114,-8.07,3.500, 0.750, 4.668, 11.069
13553, 0.893, 0.733, 1.112,-8.27,3.500, 0.750, 4.693, 11.787
13563, 0.907, 0.743, 1.109,-8.48,3.500, 0.750, 4.729, 10.909
13574, 0.917, 0.750, 1.106,-8.68,3.500, 0.750, 4.755, 11.203
13583, 0.929, 0.759, 1.103,-8.88,3.500, 0.750, 4.754, 10.820
13593, 0.943, 0.769, 1.099,-9.06,3.500, 0.750, 4.744, 10.362
13603, 0.956, 0.780, 1.096,-9.24,3.500, 0.750, 4.725, 9.934
13614, 0.972, 0.793, 1.092,-9.41,3.500, 0.750, 4.680, 8.918
13623, 0.988, 0.807, 1.087,-9.55,3.500, 0.750, 4.597, 8.312
13633, 1.000, 0.818, 1.085,-9.69,3.500, 0.750, 4.511, 8.577
13643, 1.010, 0.826, 1.082,-9.82,3.500, 0.750, 4.430, 9.577
13654, 1.023, 0.837, 1.079,-9.95,3.500, 0.750, 4.352, 9.269
13663, 1.031, 0.843, 1.075,-10.06,3.500, 0.750, 4.273, 10.563
