26963, 0.036, 0.036, 0.010,-0.04,0.500, 0.010, 0.000, 1773.252
26974, 0.037, 0.037, 0.011,-0.05,0.500, 0.010, 0.000, 30.645
26983, 0.038, 0.038, 0.010,-0.06,0.500, 0.010, 0.000, 31.623
26993, 0.035, 0.035, 0.010,-0.06,0.500, 0.010, 0.000, 46.120
27003, 0.035, 0.035, 0.011,-0.06,0.500, 0.010, 0.000, 34.267
27013, 0.039, 0.039, 0.012,-0.06,0.500, 0.010, 0.000, 20.593
27023, 0.042, 0.042, 0.012,-0.07,0.500, 0.010, 0.000, 23.891
27033, 0.044, 0.044, 0.012,-0.08,0.500, 0.010, 0.000, 26.354
27043, 0.041, 0.041, 0.012,-0.12,0.500, 0.010, 0.000, 46.586
27054, 0.042, 0.042, 0.012,-0.21,0.500, 0.010, 0.000, 29.945
27063, 0.048, 0.048, 0.013,-0.36,0.500, 0.010, 0.000, 12.597
27073, 0.047, 0.047, 0.013,-0.60,0.500, 0.010, 0.000, 35.998
27083, 0.054, 0.054, 0.013,-0.94,0.500, 0.010, 0.000, 8.196
27094, 0.054, 0.054, 0.013,-1.41,0.500, 0.010, 0.000, 32.275
27103, 0.056, 0.055, 0.013,-1.99,0.500, 0.010, 0.000, 27.945
27113, 0.062, 0.061, 0.013,-2.57,0.500, 0.010, 0.000, 10.762
27123, 0.064, 0.063, 0.012,-3.06,0.500, 0.010, 0.000, 25.231
27133, 0.070, 0.069, 0.013,-3.36,0.500, 0.010, 0.000, 8.806
27144, 0.075, 0.074, 0.013,-3.45,0.500, 0.010, 0.000, 14.084
27153, 0.073, 0.073, 0.013,-3.32,0.500, 0.010, 0.000, 36.688
27163, 0.077, 0.076, 0.013,-3.04,0.500, 0.010, 0.000, 17.156
27173, 0.080, 0.079, 0.012,-2.68,0.500, 0.010, 0.000, 20.716
27183, 0.085, 0.084, 0.012,-2.32,0.500, 0.010, 0.000, 14.097
27193, 0.089, 0.089, 0.012,-1.98,0.500, 0.010, 0.000, 13.347
27203, 0.089, 0.089, 0.012,-1.73,0.500, 0.010, 0.000, 31.313
27213, 0.094, 0.094, 0.011,-1.58,0.500, 0.010, 0.000, 12.748
27224, 0.100, 0.099, 0.012,-1.52,0.500, 0.010, 0.000, 7.721
27233, 0.109, 0.109, 0.012,-1.54,0.500, 0.010, 0.000, -5.022
27243, 0.116, 0.116, 0.012,-1.60,0.500, 0.010, 0.000, 2.711
27253, 0.121, 0.121, 0.011,-1.70,0.500, 0.010, 0.000, 8.860
27264, 0.121, 0.121, 0.011,-1.81,0.500, 0.010, 0.000, 27.271
27273, 0.131, 0.131, 0.011,-1.93,0.500, 0.010, 0.000, -8.956
27283, 0.136, 0.136, 0.010,-2.02,0.500, 0.010, 0.000, 8.518
27293, 0.141, 0.141, 0.011,-2.10,0.500, 0.010, 0.000, 8.543
27303, 0.148, 0.148, 0.011,-2.13,0.500, 0.010, 0.000, -1.128
27314, 0.153, 0.152, 0.010,-2.16,0.500, 0.010, 0.000, 9.966
27323, 0.163, 0.163, 0.011,-2.14,0.500, 0.010, 0.000, -13.509
27333, 0.172, 0.172, 0.011,-2.09,0.500, 0.010, 0.000, -9.409
27343, 0.179, 0.178, 0.012,-2.01,0.500, 0.010, 0.000, -1.083
27354, 0.185, 0.185, 0.012,-1.88,0.500, 0.010, 0.000, -0.027
27363, 0.192, 0.192, 0.012,-1.73,0.500, 0.010, 0.000, -3.489
27373, 0.198, 0.197, 0.012,-1.54,0.500, 0.010, 0.000, 2.723
27383, 0.204, 0.204, 0.012,-1.34,0.500, 0.010, 0.000, -1.751
