//con restarted
564633, 1.011, 0.979, 1.150,-1.58,1.785, 1.150, 200.666
564643, 1.006, 0.972, 1.151,-1.68,1.785, 1.150, 136.098
564654, 1.006, 0.971, 1.152,-1.72,1.785, 1.150, 91.991
564663, 1.007, 0.972, 1.152,-1.72,1.785, 1.150, 62.429
564673, 1.005, 0.971, 1.152,-1.70,1.785, 1.150, 43.573
564683, 1.007, 0.973, 1.152,-1.66,1.785, 1.150, 30.384
564694, 1.012, 0.980, 1.152,-1.61,1.785, 1.150, 20.470
564703, 1.014, 0.983, 1.151,-1.57,1.785, 1.150, 14.946
564713, 1.016, 0.985, 1.152,-1.52,1.785, 1.150, 11.438
564723, 1.014, 0.985, 1.152,-1.47,1.785, 1.150, 9.860
564733, 1.016, 0.987, 1.152,-1.44,1.785, 1.150, 8.103
564743, 1.022, 0.993, 1.151,-1.41,1.785, 1.150, 5.744
564753, 1.025, 0.997, 1.152,-1.40,1.785, 1.150, 4.871
564763, 1.028, 1.000, 1.152,-1.39,1.785, 1.150, 4.158
564773, 1.030, 1.002, 1.152,-1.39,1.785, 1.150, 4.206
564783, 1.031, 1.003, 1.152,-1.41,1.785, 1.150, 4.308
564793, 1.034, 1.005, 1.152,-1.43,1.785, 1.150, 3.786
564803, 1.037, 1.007, 1.152,-1.46,1.785, 1.150, 3.606
564813, 1.038, 1.008, 1.151,-1.50,1.785, 1.150, 3.610
564824, 1.041, 1.010, 1.152,-1.55,1.785, 1.150, 3.368
564833, 1.045, 1.013, 1.152,-1.61,1.785, 1.150, 2.709
564843, 1.047, 1.014, 1.152,-1.68,1.785, 1.150, 2.814
564853, 1.051, 1.016, 1.151,-1.75,1.785, 1.150, 2.331
564864, 1.054, 1.017, 1.151,-1.83,1.785, 1.150, 2.243
564873, 1.059, 1.020, 1.150,-1.92,1.785, 1.150, 1.706
564883, 1.056, 1.016, 1.151,-2.01,1.785, 1.150, 3.184
564893, 1.063, 1.021, 1.150,-2.10,1.785, 1.150, 1.754
564903, 1.066, 1.022, 1.151,-2.20,1.785, 1.150, 1.512
564913, 1.068, 1.022, 1.152,-2.29,1.785, 1.150, 1.874
564923, 1.069, 1.021, 1.152,-2.40,1.785, 1.150, 2.187
564933, 1.071, 1.021, 1.152,-2.50,1.785, 1.150, 2.131
564943, 1.076, 1.024, 1.152,-2.60,1.785, 1.150, 1.277
564953, 1.084, 1.030, 1.153,-2.70,1.785, 1.150, 0.055
564963, 1.088, 1.032, 1.153,-2.80,1.785, 1.150, 0.016
564973, 1.094, 1.036, 1.153,-2.90,1.785, 1.150, -0.354
