467100128, 0.99, 0.75,-0.18,1.79
467110076, 0.99, 0.75,-0.16,1.79
467120136, 0.99, 0.75,-0.15,1.79
467130044, 0.99, 0.75,-0.14,1.79
467140120, 1.00, 0.75,-0.12,1.79
467150048, 1.00, 0.75,-0.11,1.79
467160112, 1.00, 0.75,-0.13,1.79
467170016, 1.00, 0.75,-0.18,1.79
467180064, 1.00, 0.75,-0.22,1.79
467190112, 1.00, 0.75,-0.24,1.79
467200040, 1.00, 0.75,-0.26,1.79
467210084, 1.00, 0.75,-0.31,1.79
467220132, 1.00, 0.75,-0.37,1.79
467230040, 1.01, 0.75,-0.44,1.79
467240008, 1.01, 0.75,-0.51,1.79
467250108, 1.01, 0.75,-0.59,1.79
467260084, 1.01, 0.75,-0.68,1.79
467270060, 1.01, 0.75,-0.77,1.79
467280028, 1.02, 0.75,-0.86,1.79
467290148, 1.02, 0.75,-0.96,1.79
467300120, 1.02, 0.75,-1.06,1.79
467310092, 1.03, 0.75,-1.16,1.79
467320060, 1.03, 0.75,-1.27,1.79
467330060, 1.04, 0.75,-1.38,1.79
467340060, 1.04, 0.75,-1.49,1.79
467350036, 1.04, 0.75,-1.61,1.79
467360032, 1.05, 0.75,-1.73,1.79
467370012, 1.05, 0.75,-1.85,1.79
467380132, 1.05, 0.75,-1.98,1.79
467390116, 1.06, 0.75,-2.11,1.79
467400128, 1.06, 0.75,-2.24,1.79
467410128, 1.07, 0.75,-2.38,1.79
467420104, 1.07, 0.75,-2.53,1.79
467430084, 1.07, 0.75,-2.68,1.79
467440092, 1.08, 0.75,-2.83,1.79
467450092, 1.08, 0.75,-2.98,1.79
467460096, 1.08, 0.75,-3.13,1.79
467470092, 1.08, 0.75,-3.28,1.79
467480088, 1.08, 0.75,-3.43,1.79
467490084, 1.09, 0.75,-3.58,1.79
467500068, 1.09, 0.75,-3.72,1.79
467510072, 1.10, 0.75,-3.87,1.79
467520060, 1.10, 0.75,-4.01,1.79
467530064, 1.11, 0.75,-4.14,1.79
467540040, 1.11, 0.75,-4.27,1.79
467550032, 1.11, 0.75,-4.39,1.79
467560032, 1.11, 0.75,-4.50,1.79
467570024, 1.11, 0.75,-4.61,1.79
467580024, 1.12, 0.75,-4.70,1.79
467590008, 1.12, 0.75,-4.78,1.79
467600140, 1.13, 0.75,-4.86,1.79
467610124, 1.13, 0.75,-4.92,1.79
467620092, 1.13, 0.75,-4.97,1.79
467630100, 1.14, 0.75,-5.02,1.79
467640084, 1.14, 0.75,-5.04,1.79
467650068, 1.14, 0.75,-5.06,1.79
467660048, 1.14, 0.75,-5.07,1.79
467670064, 1.15, 0.75,-5.07,1.79
467680052, 1.15, 0.75,-5.05,1.79
467690044, 1.15, 0.75,-5.03,1.79
467700036, 1.16, 0.75,-5.00,1.79
467710044, 1.16, 0.75,-4.95,1.79
467720032, 1.16, 0.75,-4.90,1.79
467730044, 1.16, 0.75,-4.83,1.79
467740036, 1.17, 0.75,-4.75,1.79
467750028, 1.17, 0.75,-4.67,1.79
467760020, 1.18, 0.75,-4.58,1.79
467770020, 1.18, 0.75,-4.48,1.79
467780012, 1.18, 0.75,-4.38,1.79
467790024, 1.19, 0.75,-4.27,1.79
467800024, 1.19, 0.75,-4.17,1.79
467810020, 1.19, 0.75,-4.05,1.79
467820012, 1.19, 0.75,-3.92,1.79
467830008, 1.20, 0.75,-3.79,1.79
467840020, 1.20, 0.75,-3.66,1.79
467850152, 1.21, 0.75,-3.53,1.79
467860004, 1.21, 0.75,-3.39,1.79
467870148, 1.22, 0.75,-3.24,1.79
467880140, 1.22, 0.75,-3.10,1.79
467890136, 1.22, 0.75,-2.95,1.79
467900008, 1.23, 0.75,-2.81,1.79
467910004, 1.23, 0.75,-2.65,1.79
467920140, 1.24, 0.75,-2.50,1.79
467930144, 1.24, 0.75,-2.35,1.79
467940136, 1.24, 0.75,-2.18,1.79
467950004, 1.25, 0.75,-2.03,1.79
467960004, 1.25, 0.75,-1.86,1.79
467970144, 1.26, 0.75,-1.70,1.79
467980132, 1.26, 0.75,-1.54,1.79
467990116, 1.26, 0.75,-1.38,1.79
468000112, 1.26, 0.75,-1.22,1.79
468010096, 1.27, 0.75,-1.06,1.79
468020024, 1.27, 0.75,-0.91,1.79
468030060, 1.28, 0.75,-0.75,1.79
468040188, 1.29, 0.75,-0.59,1.79
468050036, 1.29, 0.75,-0.43,1.79
468060152, 1.30, 0.75,-0.28,1.79
468070124, 1.30, 0.75,-0.13,1.79
468080120, 1.30, 0.75,0.02,1.79
468090112, 1.31, 0.75,0.15,1.79
468100088, 1.31, 0.75,0.28,1.79
468110064, 1.32, 0.75,0.41,1.79
468120164, 1.32, 0.75,0.55,1.79
468130132, 1.33, 0.75,0.68,1.79
468140108, 1.33, 0.75,0.81,1.79
468150064, 1.34, 0.75,0.94,1.79
468160180, 1.34, 0.75,1.06,1.79
468170004, 1.34, 0.75,1.18,1.79
468180120, 1.35, 0.75,1.28,1.79
468190068, 1.36, 0.75,1.39,1.79
468200052, 1.36, 0.75,1.50,1.79
468210008, 1.37, 0.75,1.62,1.79
468220112, 1.38, 0.75,1.73,1.79
468230088, 1.38, 0.75,1.84,1.79
468240072, 1.38, 0.75,1.94,1.79
468250080, 1.39, 0.75,2.04,1.79
468260056, 1.39, 0.75,2.14,1.79
468270092, 1.40, 0.75,2.23,1.79
468280032, 1.40, 0.75,2.33,1.79
468290060, 1.41, 0.75,2.43,1.79
468300040, 1.41, 0.75,2.53,1.79
468310072, 1.42, 0.75,2.63,1.79
468320172, 1.43, 0.75,2.73,1.79
468330024, 1.43, 0.75,2.82,1.79
468340148, 1.44, 0.75,2.91,1.79
468350140, 1.44, 0.75,3.00,1.79
468360108, 1.45, 0.75,3.10,1.79
468370124, 1.45, 0.75,3.20,1.79
468380100, 1.45, 0.75,3.29,1.79
468390108, 1.46, 0.75,3.39,1.79
468400080, 1.46, 0.75,3.48,1.79
468410092, 1.47, 0.75,3.58,1.79
468420172, 1.47, 0.75,3.67,1.79
