//con restarted
426934, 0.480, 0.482, 1.150,0.11,3.500, 1.150, 798.654
426943, 0.484, 0.482, 1.151,-0.13,3.500, 1.150, 538.540
426953, 0.483, 0.476, 1.151,-0.30,3.500, 1.150, 366.698
426963, 0.482, 0.474, 1.151,-0.43,3.500, 1.150, 251.765
426973, 0.486, 0.476, 1.150,-0.52,3.500, 1.150, 174.235
426983, 0.488, 0.476, 1.151,-0.59,3.500, 1.150, 123.128
426993, 0.487, 0.474, 1.151,-0.65,3.500, 1.150, 89.503
427003, 0.490, 0.476, 1.151,-0.69,3.500, 1.150, 66.474
427014, 0.490, 0.476, 1.151,-0.73,3.500, 1.150, 51.606
427023, 0.492, 0.476, 1.151,-0.77,3.500, 1.150, 41.426
427033, 0.497, 0.480, 1.151,-0.81,3.500, 1.150, 33.792
427043, 0.499, 0.482, 1.150,-0.85,3.500, 1.150, 29.327
427054, 0.503, 0.485, 1.150,-0.89,3.500, 1.150, 25.865
427063, 0.508, 0.489, 1.148,-0.93,3.500, 1.150, 23.496
427073, 0.508, 0.489, 1.149,-0.98,3.500, 1.150, 22.810
427083, 0.512, 0.491, 1.150,-1.04,3.500, 1.150, 21.760
427094, 0.507, 0.485, 1.150,-1.10,3.500, 1.150, 23.136
427103, 0.508, 0.484, 1.150,-1.17,3.500, 1.150, 22.438
427113, 0.505, 0.480, 1.150,-1.24,3.500, 1.150, 22.969
427123, 0.512, 0.486, 1.151,-1.33,3.500, 1.150, 20.576
427133, 0.516, 0.487, 1.150,-1.42,3.500, 1.150, 20.065
427143, 0.516, 0.485, 1.150,-1.51,3.500, 1.150, 20.523
427153, 0.521, 0.488, 1.150,-1.62,3.500, 1.150, 19.513
427163, 0.525, 0.491, 1.149,-1.73,3.500, 1.150, 18.815
427173, 0.530, 0.493, 1.149,-1.85,3.500, 1.150, 18.298
427183, 0.535, 0.496, 1.149,-1.97,3.500, 1.150, 17.908
427193, 0.542, 0.500, 1.150,-2.10,3.500, 1.150, 16.963
427203, 0.544, 0.499, 1.150,-2.23,3.500, 1.150, 17.700
427213, 0.550, 0.503, 1.149,-2.37,3.500, 1.150, 17.028
427223, 0.557, 0.507, 1.148,-2.51,3.500, 1.150, 16.282
427233, 0.564, 0.510, 1.148,-2.66,3.500, 1.150, 15.873
427243, 0.572, 0.516, 1.149,-2.81,3.500, 1.150, 15.019
427253, 0.582, 0.523, 1.148,-2.97,3.500, 1.150, 14.001
427264, 0.591, 0.528, 1.148,-3.13,3.500, 1.150, 13.606
427273, 0.590, 0.524, 1.149,-3.30,3.500, 1.150, 15.776
427283, 0.598, 0.529, 1.149,-3.46,3.500, 1.150, 14.915
427293, 0.604, 0.531, 1.148,-3.63,3.500, 1.150, 14.819
427303, 0.614, 0.538, 1.148,-3.81,3.500, 1.150, 13.513
427314, 0.622, 0.542, 1.148,-3.98,3.500, 1.150, 13.281
427323, 0.628, 0.545, 1.148,-4.16,3.500, 1.150, 13.621
427333, 0.637, 0.550, 1.149,-4.34,3.500, 1.150, 12.894
427343, 0.650, 0.559, 1.149,-4.52,3.500, 1.150, 11.375
427354, 0.660, 0.565, 1.149,-4.70,3.500, 1.150, 11.170
427363, 0.665, 0.567, 1.149,-4.89,3.500, 1.150, 12.282
427373, 0.669, 0.568, 1.149,-5.07,3.500, 1.150, 12.965
427383, 0.681, 0.576, 1.150,-5.26,3.500, 1.150, 11.509
427394, 0.690, 0.581, 1.151,-5.45,3.500, 1.150, 11.240
427403, 0.702, 0.589, 1.150,-5.64,3.500, 1.150, 10.388
427413, 0.711, 0.594, 1.151,-5.83,3.500, 1.150, 10.502
427423, 0.721, 0.600, 1.151,-6.02,3.500, 1.150, 10.192
427433, 0.732, 0.608, 1.150,-6.21,3.500, 1.150, 9.622
427443, 0.738, 0.610, 1.150,-6.40,3.500, 1.150, 10.602
427453, 0.748, 0.616, 1.149,-6.59,3.500, 1.150, 10.031
427463, 0.760, 0.624, 1.149,-6.78,3.500, 1.150, 9.317
427473, 0.771, 0.631, 1.148,-6.97,3.500, 1.150, 8.969
427483, 0.783, 0.639, 1.149,-7.16,3.500, 1.150, 8.424
427493, 0.790, 0.643, 1.150,-7.35,3.500, 1.150, 9.135
427503, 0.802, 0.651, 1.151,-7.54,3.500, 1.150, 8.524
427513, 0.813, 0.659, 1.150,-7.73,3.500, 1.150, 8.171
427524, 0.824, 0.666, 1.151,-7.92,3.500, 1.150, 8.048
427533, 0.834, 0.671, 1.151,-8.10,3.500, 1.150, 8.300
427543, 0.843, 0.677, 1.150,-8.28,3.500, 1.150, 8.450
427553, 0.848, 0.678, 1.150,-8.46,3.500, 1.150, 9.751
427564, 0.859, 0.687, 1.151,-8.64,3.500, 1.150, 8.724
427573, 0.874, 0.698, 1.150,-8.80,3.500, 1.150, 7.221
427583, 0.884, 0.705, 1.150,-8.97,3.500, 1.150, 7.441
427593, 0.895, 0.713, 1.150,-9.13,3.500, 1.150, 7.308
427603, 0.907, 0.722, 1.149,-9.28,3.500, 1.150, 6.949
427613, 0.917, 0.729, 1.150,-9.43,3.500, 1.150, 7.200
427623, 0.932, 0.741, 1.149,-9.57,3.500, 1.150, 6.088
427633, 0.943, 0.750, 1.149,-9.71,3.500, 1.150, 6.340
427643, 0.957, 0.760, 1.150,-9.84,3.500, 1.150, 5.915
427653, 0.970, 0.771, 1.150,-9.95,3.500, 1.150, 5.596
427663, 0.984, 0.783, 1.150,-10.07,3.500, 1.150, 5.256
427673, 0.998, 0.795, 1.149,-10.18,3.500, 1.150, 5.012
427683, 1.007, 0.802, 1.149,-10.28,3.500, 1.150, 6.049
427694, 1.022, 0.815, 1.149,-10.38,3.500, 1.150, 5.092
427703, 1.036, 0.827, 1.150,-10.46,3.500, 1.150, 4.869
427713, 1.050, 0.840, 1.150,-10.54,3.500, 1.150, 4.686
