327653, 0.512, 0.506, 0.751,-0.46,3.500, 0.750, 1.081, 769.475
327663, 0.513, 0.507, 0.751,-0.47,3.500, 0.750, 0.932, 520.095
327673, 0.513, 0.507, 0.751,-0.48,3.500, 0.750, 0.797, 354.238
327684, 0.514, 0.508, 0.752,-0.48,3.500, 0.750, 0.682, 243.346
327693, 0.514, 0.507, 0.750,-0.49,3.500, 0.750, 0.583, 169.796
327703, 0.515, 0.508, 0.751,-0.49,3.500, 0.750, 0.497, 120.430
327713, 0.512, 0.504, 0.752,-0.61,3.500, 0.750, 0.698, 88.500
327724, 0.514, 0.507, 0.751,-0.57,3.500, 0.750, 0.484, 65.801
327733, 0.515, 0.508, 0.751,-0.54,3.500, 0.750, 0.339, 51.137
327743, 0.517, 0.510, 0.752,-0.52,3.500, 0.750, 0.238, 41.099
327753, 0.516, 0.509, 0.752,-0.51,3.500, 0.750, 0.173, 35.134
327763, 0.515, 0.508, 0.752,-0.51,3.500, 0.750, 0.144, 31.090
327773, 0.519, 0.512, 0.752,-0.51,3.500, 0.750, 0.136, 27.109
327784, 0.519, 0.512, 0.753,-0.54,3.500, 0.750, 0.181, 25.645
327793, 0.522, 0.514, 0.751,-0.62,3.500, 0.750, 0.346, 23.723
327803, 0.528, 0.520, 0.752,-0.64,3.500, 0.750, 0.328, 21.678
327814, 0.530, 0.521, 0.751,-0.70,3.500, 0.750, 0.418, 21.343
327824, 0.535, 0.526, 0.752,-0.73,3.500, 0.750, 0.425, 20.296
327833, 0.533, 0.523, 0.751,-0.76,3.500, 0.750, 0.443, 21.479
327843, 0.537, 0.526, 0.752,-0.82,3.500, 0.750, 0.514, 20.899
327854, 0.540, 0.529, 0.752,-0.83,3.500, 0.750, 0.459, 20.430
327864, 0.545, 0.533, 0.753,-0.94,3.500, 0.750, 0.643, 19.686
327873, 0.549, 0.537, 0.753,-0.92,3.500, 0.750, 0.502, 19.544
327883, 0.553, 0.539, 0.753,-1.09,3.500, 0.750, 0.816, 19.342
327894, 0.559, 0.545, 0.752,-1.04,3.500, 0.750, 0.575, 18.882
327904, 0.563, 0.546, 0.753,-1.28,3.500, 0.750, 1.037, 18.871
327913, 0.563, 0.548, 0.753,-1.19,3.500, 0.750, 0.677, 19.756
327923, 0.569, 0.549, 0.753,-1.50,3.500, 0.750, 1.301, 19.128
327933, 0.574, 0.556, 0.752,-1.38,3.500, 0.750, 0.805, 18.774
327944, 0.580, 0.557, 0.752,-1.76,3.500, 0.750, 1.578, 18.188
327953, 0.585, 0.564, 0.752,-1.60,3.500, 0.750, 0.935, 18.237
327963, 0.589, 0.564, 0.752,-1.96,3.500, 0.750, 1.657, 18.227
327973, 0.591, 0.561, 0.752,-2.27,3.500, 0.750, 2.126, 19.130
327984, 0.599, 0.565, 0.753,-2.55,3.500, 0.750, 2.437, 17.947
327993, 0.605, 0.568, 0.753,-2.80,3.500, 0.750, 2.628, 17.660
328003, 0.606, 0.566, 0.753,-3.02,3.500, 0.750, 2.724, 18.773
328013, 0.615, 0.572, 0.753,-3.23,3.500, 0.750, 2.796, 17.402
328024, 0.622, 0.576, 0.753,-3.44,3.500, 0.750, 2.840, 17.056
328033, 0.626, 0.578, 0.753,-3.64,3.500, 0.750, 2.871, 17.559
328043, 0.637, 0.586, 0.753,-3.85,3.500, 0.750, 2.896, 15.966
328053, 0.645, 0.592, 0.753,-4.06,3.500, 0.750, 2.924, 15.611
328064, 0.655, 0.599, 0.753,-4.26,3.500, 0.750, 2.942, 15.000
328073, 0.664, 0.605, 0.754,-4.47,3.500, 0.750, 2.978, 14.870
328083, 0.672, 0.610, 0.752,-4.68,3.500, 0.750, 3.009, 15.011
328093, 0.676, 0.612, 0.752,-4.90,3.500, 0.750, 3.048, 15.898
328103, 0.680, 0.613, 0.753,-5.12,3.500, 0.750, 3.091, 16.770
328114, 0.691, 0.621, 0.753,-5.35,3.500, 0.750, 3.131, 15.402
328123, 0.701, 0.628, 0.753,-5.57,3.500, 0.750, 3.175, 14.551
328133, 0.712, 0.636, 0.753,-5.80,3.500, 0.750, 3.222, 14.025
328143, 0.723, 0.644, 0.753,-6.03,3.500, 0.750, 3.259, 13.389
328154, 0.732, 0.650, 0.753,-6.26,3.500, 0.750, 3.294, 13.671
328163, 0.745, 0.660, 0.754,-6.49,3.500, 0.750, 3.329, 12.554
328173, 0.755, 0.667, 0.753,-6.73,3.500, 0.750, 3.371, 12.612
328183, 0.763, 0.672, 0.753,-6.96,3.500, 0.750, 3.399, 13.310
328194, 0.775, 0.680, 0.754,-7.20,3.500, 0.750, 3.425, 12.673
328203, 0.782, 0.685, 0.754,-7.43,3.500, 0.750, 3.442, 13.315
328213, 0.795, 0.695, 0.754,-7.66,3.500, 0.750, 3.452, 12.327
328223, 0.806, 0.703, 0.754,-7.88,3.500, 0.750, 3.454, 12.196
328233, 0.817, 0.711, 0.755,-8.10,3.500, 0.750, 3.448, 12.132
328243, 0.831, 0.722, 0.755,-8.32,3.500, 0.750, 3.427, 11.237
328253, 0.840, 0.728, 0.755,-8.53,3.500, 0.750, 3.405, 11.771
328263, 0.853, 0.738, 0.755,-8.73,3.500, 0.750, 3.366, 11.187
328273, 0.864, 0.747, 0.753,-8.94,3.500, 0.750, 3.335, 11.251
328283, 0.878, 0.758, 0.753,-9.13,3.500, 0.750, 3.297, 10.464
328293, 0.891, 0.769, 0.754,-9.32,3.500, 0.750, 3.237, 10.150
328303, 0.903, 0.779, 0.754,-9.49,3.500, 0.750, 3.168, 10.173
328313, 0.915, 0.788, 0.753,-9.66,3.500, 0.750, 3.099, 10.285
328324, 0.927, 0.798, 0.754,-9.82,3.500, 0.750, 3.017, 10.188
328333, 0.941, 0.811, 0.753,-9.97,3.500, 0.750, 2.918, 9.601
328343, 0.954, 0.822, 0.753,-10.11,3.500, 0.750, 2.815, 9.506
328353, 0.966, 0.832, 0.753,-10.23,3.500, 0.750, 2.699, 9.577
328364, 0.978, 0.843, 0.754,-10.35,3.500, 0.750, 2.584, 9.480
328373, 0.992, 0.855, 0.753,-10.46,3.500, 0.750, 2.470, 9.231
328383, 1.004, 0.866, 0.752,-10.55,3.500, 0.750, 2.344, 9.298
328393, 1.017, 0.878, 0.753,-10.64,3.500, 0.750, 2.209, 9.135
328403, 1.029, 0.889, 0.754,-10.71,3.500, 0.750, 2.068, 9.203
328413, 1.039, 0.898, 0.753,-10.77,3.500, 0.750, 1.930, 9.710
328423, 1.052, 0.911, 0.752,-10.82,3.500, 0.750, 1.787, 9.098
328433, 1.066, 0.925, 0.752,-10.85,3.500, 0.750, 1.632, 8.653
328443, 1.079, 0.937, 0.753,-10.88,3.500, 0.750, 1.483, 8.551
328454, 1.091, 0.949, 0.752,-10.88,3.500, 0.750, 1.315, 8.689
328463, 1.106, 0.964, 0.752,-10.88,3.500, 0.750, 1.153, 7.933
328473, 1.118, 0.976, 0.753,-10.87,3.500, 0.750, 0.999, 8.091
328483, 1.133, 0.991, 0.753,-10.84,3.500, 0.750, 0.830, 7.690
328494, 1.142, 1.001, 0.752,-10.80,3.500, 0.750, 0.650, 8.645
328503, 1.159, 1.018, 0.753,-10.74,3.500, 0.750, 0.473, 7.354
328513, 1.175, 1.035, 0.754,-10.68,3.500, 0.750, 0.314, 6.604
328523, 1.189, 1.050, 0.754,-10.60,3.500, 0.750, 0.144, 6.485
328534, 1.204, 1.066, 0.754,-10.52,3.500, 0.750, -0.025, 6.416
328543, 1.220, 1.084, 0.754,-10.43,3.500, 0.750, -0.175, 5.660
