//con restarted
71548, 3.926, 3.918, 1.149,-0.41,1.540, -631.834
71555, 3.926, 3.918, 1.150,-0.41,1.540, -427.582
71560, 3.928, 3.920, 1.150,-0.41,1.540, -291.769
71565, 3.930, 3.922, 1.150,-0.41,1.540, -201.337
71570, 3.932, 3.924, 1.150,-0.41,1.540, -140.949
71576, 3.932, 3.924, 1.151,-0.41,1.540, -100.229
71583, 3.925, 3.917, 1.150,-0.41,1.540, -71.315
71593, 3.928, 3.920, 1.151,-0.41,1.540, -54.514
71604, 3.927, 3.918, 1.151,-0.41,1.540, -42.166
71613, 3.922, 3.914, 1.151,-0.41,1.540, -33.084
71623, 3.926, 3.918, 1.151,-0.40,1.540, -29.199
71633, 3.930, 3.922, 1.151,-0.40,1.540, -26.682
71643, 3.924, 3.917, 1.151,-0.39,1.540, -22.516
71653, 3.926, 3.919, 1.151,-0.38,1.540, -21.659
71663, 3.928, 3.920, 1.150,-0.37,1.540, -20.951
71673, 3.926, 3.919, 1.150,-0.36,1.540, -19.749
71683, 3.925, 3.918, 1.150,-0.35,1.540, -19.016
71693, 3.915, 3.909, 1.151,-0.33,1.540, -16.035
71703, 3.911, 3.905, 1.151,-0.30,1.540, -15.636
71713, 3.908, 3.902, 1.150,-0.27,1.540, -15.611
71723, 3.909, 3.904, 1.151,-0.24,1.540, -16.713
71733, 3.905, 3.901, 1.150,-0.19,1.540, -16.072
71743, 3.900, 3.897, 1.151,-0.14,1.540, -15.213
71753, 3.897, 3.895, 1.150,-0.09,1.540, -15.279
71763, 3.893, 3.892, 1.150,-0.02,1.540, -14.812
71773, 3.889, 3.890, 1.151,0.06,1.540, -14.754
71783, 3.886, 3.888, 1.150,0.14,1.540, -14.559
71793, 3.878, 3.883, 1.150,0.23,1.540, -13.383
71803, 3.874, 3.880, 1.151,0.33,1.540, -13.326
71813, 3.867, 3.875, 1.151,0.44,1.540, -12.566
71823, 3.866, 3.877, 1.152,0.56,1.540, -13.748
71833, 3.866, 3.880, 1.152,0.68,1.540, -14.509
71843, 3.862, 3.878, 1.151,0.82,1.540, -14.031
71853, 3.852, 3.871, 1.150,0.95,1.540, -12.048
71863, 3.846, 3.868, 1.150,1.10,1.540, -11.587
71873, 3.842, 3.867, 1.150,1.26,1.540, -11.976
71883, 3.836, 3.864, 1.150,1.42,1.540, -11.464
71894, 3.831, 3.863, 1.150,1.58,1.540, -11.481
71903, 3.820, 3.856, 1.150,1.75,1.540, -9.862
71913, 3.816, 3.854, 1.149,1.93,1.540, -10.373
71923, 3.813, 3.855, 1.150,2.11,1.540, -10.939
71933, 3.808, 3.854, 1.149,2.29,1.540, -10.873
71943, 3.802, 3.851, 1.150,2.47,1.540, -10.469
71953, 3.791, 3.844, 1.151,2.66,1.540, -8.979
71963, 3.782, 3.839, 1.151,2.85,1.540, -8.313
71973, 3.775, 3.836, 1.151,3.04,1.540, -8.413
71983, 3.771, 3.836, 1.151,3.23,1.540, -9.192
71993, 3.766, 3.835, 1.152,3.43,1.540, -9.319
72003, 3.758, 3.831, 1.151,3.62,1.540, -8.765
72013, 3.745, 3.822, 1.151,3.82,1.540, -6.955
72024, 3.738, 3.819, 1.152,4.02,1.540, -7.143
72033, 3.729, 3.814, 1.152,4.22,1.540, -6.795
72043, 3.717, 3.806, 1.151,4.42,1.540, -5.845
72053, 3.705, 3.798, 1.151,4.62,1.540, -4.986
72064, 3.695, 3.791, 1.151,4.82,1.540, -4.820
72073, 3.683, 3.784, 1.152,5.02,1.540, -4.438
72083, 3.673, 3.778, 1.151,5.23,1.540, -4.565
72093, 3.655, 3.764, 1.152,5.43,1.540, -2.353
72103, 3.649, 3.762, 1.151,5.63,1.540, -3.970
72113, 3.640, 3.757, 1.151,5.83,1.540, -4.492
72123, 3.628, 3.749, 1.150,6.03,1.540, -3.738
72133, 3.618, 3.742, 1.150,6.23,1.540, -3.723
72143, 3.612, 3.741, 1.149,6.43,1.540, -4.992
72153, 3.604, 3.736, 1.149,6.62,1.540, -4.915
72163, 3.592, 3.728, 1.150,6.81,1.540, -4.117
72173, 3.582, 3.722, 1.149,7.00,1.540, -4.012
72183, 3.574, 3.718, 1.150,7.19,1.540, -4.241
72193, 3.563, 3.710, 1.150,7.37,1.540, -3.697
72203, 3.554, 3.705, 1.151,7.55,1.540, -4.018
72213, 3.543, 3.698, 1.151,7.72,1.540, -3.516
72223, 3.532, 3.690, 1.151,7.88,1.540, -3.265
72233, 3.521, 3.681, 1.151,8.03,1.540, -2.842
72243, 3.507, 3.671, 1.152,8.18,1.540, -2.055
72253, 3.490, 3.656, 1.152,8.31,1.540, -0.513
72263, 3.478, 3.647, 1.150,8.44,1.540, -0.927
72273, 3.469, 3.640, 1.150,8.57,1.540, -1.978
72283, 3.459, 3.632, 1.149,8.68,1.540, -2.326
72293, 3.450, 3.625, 1.150,8.77,1.540, -2.928
72303, 3.440, 3.617, 1.150,8.86,1.540, -3.013
72313, 3.426, 3.605, 1.150,8.94,1.540, -2.127
72323, 3.419, 3.600, 1.151,9.01,1.540, -3.409
72333, 3.408, 3.590, 1.150,9.07,1.540, -3.151
72343, 3.396, 3.579, 1.150,9.11,1.540, -2.773
72353, 3.388, 3.570, 1.150,9.15,1.540, -3.318
72364, 3.376, 3.559, 1.150,9.17,1.540, -3.030
72373, 3.360, 3.544, 1.150,9.18,1.540, -1.715
72383, 3.352, 3.536, 1.150,9.18,1.540, -2.848
72393, 3.342, 3.526, 1.151,9.17,1.540, -3.228
72403, 3.330, 3.513, 1.151,9.15,1.540, -2.888
72413, 3.321, 3.503, 1.151,9.11,1.540, -3.486
72423, 3.311, 3.492, 1.149,9.07,1.540, -3.566
72433, 3.299, 3.479, 1.150,9.02,1.540, -3.379
72443, 3.289, 3.468, 1.149,8.95,1.540, -3.719
72453, 3.279, 3.456, 1.149,8.88,1.540, -3.688
72463, 3.268, 3.444, 1.149,8.80,1.540, -3.743
72473, 3.260, 3.434, 1.148,8.71,1.540, -4.514
72483, 3.246, 3.417, 1.148,8.61,1.540, -3.372
72493, 3.236, 3.406, 1.150,8.49,1.540, -3.902
72503, 3.223, 3.390, 1.150,8.37,1.540, -3.331
72513, 3.207, 3.372, 1.149,8.24,1.540, -2.254
72523, 3.197, 3.359, 1.149,8.09,1.540, -3.248
72534, 3.182, 3.341, 1.150,7.94,1.540, -2.346
72543, 3.169, 3.325, 1.150,7.77,1.540, -2.491
72553, 3.161, 3.313, 1.151,7.60,1.540, -3.769
72563, 3.150, 3.298, 1.150,7.42,1.540, -3.971
72573, 3.141, 3.286, 1.150,7.23,1.540, -4.836
72583, 3.126, 3.267, 1.151,7.03,1.540, -3.756
72593, 3.118, 3.255, 1.151,6.83,1.540, -4.701
72603, 3.105, 3.238, 1.151,6.62,1.540, -4.333
72613, 3.094, 3.222, 1.151,6.40,1.540, -4.268
72623, 3.080, 3.204, 1.151,6.17,1.540, -3.792
72633, 3.069, 3.188, 1.151,5.94,1.540, -4.080
72643, 3.053, 3.167, 1.151,5.69,1.540, -3.101
72653, 3.040, 3.149, 1.150,5.45,1.540, -3.223
72663, 3.024, 3.128, 1.150,5.20,1.540, -2.587
72673, 3.016, 3.115, 1.149,4.94,1.540, -4.141
72683, 3.003, 3.096, 1.150,4.67,1.540, -3.878
72693, 2.991, 3.080, 1.151,4.40,1.540, -4.286
72704, 2.981, 3.063, 1.151,4.12,1.540, -4.689
72713, 2.971, 3.048, 1.151,3.82,1.540, -5.360
72723, 2.956, 3.027, 1.151,3.54,1.540, -4.239
72733, 2.947, 3.012, 1.151,3.25,1.540, -5.141
72743, 2.929, 2.988, 1.151,2.95,1.540, -3.519
72753, 2.922, 2.975, 1.151,2.65,1.540, -5.161
72763, 2.910, 2.958, 1.151,2.35,1.540, -5.193
72773, 2.891, 2.932, 1.152,2.04,1.540, -3.131
72783, 2.879, 2.914, 1.151,1.73,1.540, -3.624
72793, 2.870, 2.898, 1.150,1.42,1.540, -4.792
72803, 2.852, 2.874, 1.150,1.11,1.540, -3.332
72813, 2.838, 2.854, 1.150,0.80,1.540, -3.193
72823, 2.826, 2.835, 1.150,0.48,1.540, -3.698
72834, 2.813, 2.816, 1.150,0.16,1.540, -3.913
72843, 2.801, 2.798, 1.150,-0.16,1.540, -4.258
72853, 2.792, 2.783, 1.150,-0.48,1.540, -5.267
72863, 2.781, 2.765, 1.150,-0.79,1.540, -5.239
72873, 2.771, 2.749, 1.150,-1.10,1.540, -5.657
72883, 2.754, 2.726, 1.150,-1.42,1.540, -4.013
72893, 2.744, 2.709, 1.150,-1.73,1.540, -4.676
72903, 2.734, 2.693, 1.151,-2.03,1.540, -5.150
72913, 2.719, 2.672, 1.151,-2.32,1.540, -4.186
72923, 2.705, 2.653, 1.151,-2.62,1.540, -3.879
72933, 2.690, 2.632, 1.151,-2.92,1.540, -3.274
72943, 2.673, 2.609, 1.150,-3.21,1.540, -2.237
72953, 2.652, 2.582, 1.151,-3.50,1.540, -0.469
72963, 2.637, 2.561, 1.151,-3.78,1.540, -0.911
72973, 2.624, 2.542, 1.151,-4.06,1.540, -1.516
72983, 2.606, 2.519, 1.151,-4.34,1.540, -0.886
72993, 2.596, 2.503, 1.151,-4.62,1.540, -2.208
73004, 2.579, 2.481, 1.150,-4.89,1.540, -1.542
73013, 2.570, 2.466, 1.151,-5.16,1.540, -2.779
73023, 2.554, 2.445, 1.151,-5.42,1.540, -2.033
73033, 2.540, 2.426, 1.150,-5.68,1.540, -1.875
73043, 2.523, 2.404, 1.150,-5.93,1.540, -1.078
73053, 2.509, 2.385, 1.150,-6.19,1.540, -1.317
73063, 2.489, 2.360, 1.151,-6.43,1.540, 0.227
73073, 2.473, 2.339, 1.151,-6.68,1.540, 0.325
73083, 2.461, 2.323, 1.151,-6.91,1.540, -0.699
73093, 2.445, 2.302, 1.150,-7.15,1.540, -0.174
73103, 2.432, 2.284, 1.151,-7.39,1.540, -0.635
73113, 2.416, 2.264, 1.151,-7.62,1.540, -0.438
73123, 2.404, 2.247, 1.151,-7.85,1.540, -1.012
73133, 2.391, 2.230, 1.151,-8.07,1.540, -1.180
73143, 2.378, 2.212, 1.151,-8.30,1.540, -1.167
73153, 2.367, 2.197, 1.151,-8.52,1.540, -1.676
73163, 2.350, 2.176, 1.150,-8.73,1.540, -0.496
73174, 2.340, 2.161, 1.150,-8.94,1.540, -1.409
73183, 2.328, 2.145, 1.149,-9.16,1.540, -1.406
73193, 2.316, 2.129, 1.150,-9.36,1.540, -1.557
73203, 2.302, 2.111, 1.150,-9.57,1.540, -1.133
73213, 2.287, 2.092, 1.150,-9.78,1.540, -0.455
73223, 2.273, 2.073, 1.151,-9.98,1.540, 0.002
73233, 2.259, 2.056, 1.151,-10.18,1.540, -0.023
73243, 2.243, 2.036, 1.151,-10.37,1.540, 0.721
73253, 2.222, 2.012, 1.151,-10.56,1.540, 2.419
73263, 2.211, 1.996, 1.151,-10.74,1.540, 1.298
73273, 2.199, 1.981, 1.151,-10.91,1.540, 0.466
73283, 2.189, 1.967, 1.151,-11.08,1.540, -0.179
73293, 2.172, 1.948, 1.151,-11.24,1.540, 0.964
73304, 2.158, 1.931, 1.150,-11.40,1.540, 1.027
73313, 2.147, 1.917, 1.150,-11.54,1.540, 0.487
73323, 2.132, 1.900, 1.150,-11.68,1.540, 1.066
73333, 2.118, 1.882, 1.150,-11.82,1.540, 1.439
73342, 2.102, 1.864, 1.151,-11.96,1.540, 2.080
73353, 2.089, 1.849, 1.151,-12.08,1.540, 1.834
73363, 2.069, 1.826, 1.151,-12.20,1.540, 3.740
73373, 2.056, 1.810, 1.151,-12.31,1.540, 3.126
73383, 2.044, 1.796, 1.151,-12.41,1.540, 2.499
73393, 2.027, 1.778, 1.151,-12.51,1.540, 3.284
73403, 2.014, 1.763, 1.151,-12.60,1.540, 3.060
73413, 2.000, 1.748, 1.151,-12.68,1.540, 3.060
73423, 1.986, 1.732, 1.151,-12.76,1.540, 3.153
73433, 1.971, 1.716, 1.151,-12.84,1.540, 3.635
73443, 1.961, 1.704, 1.151,-12.91,1.540, 2.713
73453, 1.947, 1.689, 1.151,-12.98,1.540, 3.024
73463, 1.935, 1.675, 1.151,-13.05,1.540, 3.007
73473, 1.921, 1.660, 1.151,-13.10,1.540, 3.485
73483, 1.907, 1.646, 1.151,-13.15,1.540, 3.575
73493, 1.895, 1.632, 1.151,-13.20,1.540, 3.479
73503, 1.874, 1.610, 1.151,-13.25,1.540, 5.793
73513, 1.867, 1.602, 1.149,-13.30,1.540, 3.761
73523, 1.856, 1.591, 1.150,-13.34,1.540, 3.227
73533, 1.847, 1.581, 1.150,-13.38,1.540, 2.559
73543, 1.836, 1.569, 1.150,-13.41,1.540, 2.807
73553, 1.828, 1.561, 1.149,-13.43,1.540, 1.975
73563, 1.818, 1.550, 1.149,-13.46,1.540, 2.204
73573, 1.808, 1.540, 1.149,-13.47,1.540, 2.371
73583, 1.796, 1.528, 1.149,-13.49,1.540, 2.826
73593, 1.787, 1.519, 1.149,-13.49,1.540, 2.715
73603, 1.775, 1.506, 1.149,-13.49,1.540, 3.363
